,name,Latitude,Longitude,Temp_Max,Humidity,Cloudiness,Wind Speed,Country,Date
288,Castelnaudary,43.3183,1.9545,55.99,94,75,13.8,FR,1611820158
289,Scarborough,54.2797,-0.4044,37.99,92,100,1.01,GB,1611820087
290,Kisangani,0.5167,25.2,76.46,83,100,2.44,CD,1611820158
291,Asilah,35.465,-6.0348,53.6,100,90,4.61,MA,1611820158
292,Ugoofaaru,5.6667,73.0,81.27,59,0,10.25,MV,1611820158
293,Sébaco,12.8532,-86.0963,67.05,85,4,7.2,NI,1611820159
294,Vanimo,-2.6741,141.3028,78.39,89,100,8.21,PG,1611820159
295,Maţāy,28.419,30.7792,58.24,44,0,8.08,EG,1611820159
296,Korla,41.7597,86.1469,32.95,71,0,1.19,CN,1611819900
297,Batemans Bay,-35.7167,150.1833,62.01,93,100,7.54,AU,1611820159
298,Kenai,60.5544,-151.2583,17.01,86,90,11.5,US,1611820159
299,Iskateley,67.6803,53.1512,-17.88,85,95,16.46,RU,1611820160
300,Severnoye,56.3491,78.3619,21.11,97,100,10.29,RU,1611820160
301,Portland,45.5234,-122.6762,43.0,81,90,11.5,US,1611819422
302,Ojinaga,29.5667,-104.4167,50.0,23,1,5.75,MX,1611820160
303,Scalea,39.813,15.7956,45.0,67,0,2.93,IT,1611820160
304,Young,-32.6833,-57.6333,73.0,83,69,7.31,UY,1611820160
305,Port Blair,11.6667,92.75,82.69,69,0,14.5,IN,1611819917
306,Belaya Gora,68.5333,146.4167,-25.06,86,100,5.01,RU,1611820161
307,Pevek,69.7008,170.3133,-21.75,88,100,2.62,RU,1611820161
308,Margate,51.3813,1.3862,50.0,91,96,3.0,GB,1611819908
309,Tual,-5.6667,132.75,83.8,77,100,15.12,ID,1611820161
310,Saryozek,44.3583,77.9753,25.86,90,0,2.42,KZ,1611820162
311,Cururupu,-1.8283,-44.8683,74.17,95,100,0.83,BR,1611820162
312,Nelson Bay,-32.7167,152.15,69.01,100,90,17.27,AU,1611820162
313,Cortez,37.3489,-108.5859,23.0,68,75,5.75,US,1611820162
314,Mormugao,15.4,73.8,87.8,45,0,6.91,IN,1611820162
315,Poronaysk,49.2167,143.1167,-0.76,87,0,5.06,RU,1611820162
316,Gboko,7.3179,8.9951,82.44,52,74,4.34,NG,1611820162
317,Richards Bay,-28.783,32.0377,69.93,91,100,10.65,ZA,1611820163
318,Jega,12.2175,4.3792,75.33,15,0,17.56,NG,1611820163
319,Lovington,32.944,-103.3485,36.0,59,1,5.75,US,1611820163
320,Port Said,31.2565,32.2841,57.69,66,96,14.88,EG,1611820163
321,Zilair,52.2332,57.4392,23.45,94,53,7.05,RU,1611820163
322,Farnes,61.3167,7.8,12.2,92,20,4.61,NO,1611820163
323,Faya,18.3851,42.4509,68.0,22,0,9.22,SA,1611820163
324,Cockburn Town,21.4612,-71.1419,76.01,73,24,10.85,TC,1611820044
325,Sorong,-0.8833,131.25,83.59,73,90,13.15,ID,1611820164
326,Dédougou,12.4667,-3.4667,69.76,17,17,6.13,BF,1611820164
327,Chapada dos Guimarães,-15.4606,-55.7497,77.0,88,75,2.3,BR,1611820164
328,Arona,28.0996,-16.681,60.01,88,20,6.91,ES,1611820164
329,Jām Sāhib,26.2958,68.6292,77.34,15,0,3.62,PK,1611820164
330,Hammerfest,70.6634,23.6821,21.2,68,75,11.5,NO,1611820165
331,São Domingos,-13.3983,-46.3183,66.72,72,57,5.53,BR,1611820165
332,North Bend,43.4065,-124.2243,43.0,97,100,1.01,US,1611820165
333,Caibarién,22.5206,-79.4669,68.0,94,20,1.14,CU,1611820165
334,Bathsheba,13.2167,-59.5167,77.0,69,20,17.27,BB,1611820165
335,Fare,-16.7,-151.0167,80.91,74,13,11.3,PF,1611820165
336,Flinders,-34.5833,150.8552,70.0,72,100,3.0,AU,1611820165
337,Sindgi,16.9167,76.2333,86.59,26,15,8.25,IN,1611820166
338,Saint-Augustin,51.226,-58.6502,9.14,91,19,11.86,CA,1611820166
339,Nizwá,22.9333,57.5333,76.03,19,0,5.68,OM,1611820166
340,Litovko,49.2361,135.1742,-6.18,87,20,2.37,RU,1611820166
341,Lanigan,51.8501,-105.0344,1.4,78,100,21.85,CA,1611820166
342,Honningsvåg,70.9821,25.9704,26.6,59,75,14.97,NO,1611820166
343,Pineville,31.3224,-92.4343,42.8,70,20,10.36,US,1611820167
344,Kirensk,57.7853,108.1119,-18.24,85,100,3.09,RU,1611820167
345,Tamandaré,-8.7597,-35.1047,75.27,85,60,3.8,BR,1611820167
346,Ixtapa,20.7,-105.2,66.0,94,0,2.13,MX,1611820167
347,São João da Barra,-21.6403,-41.0511,74.03,84,13,13.42,BR,1611820167
348,Río Gallegos,-51.6226,-69.2181,48.2,49,0,18.41,AR,1611820167
349,Ladysmith,48.9829,-123.8194,37.0,100,100,0.2,CA,1611819902
350,Dikson,73.5069,80.5464,-26.81,81,100,8.21,RU,1611820168
351,Carnarvon,-24.8667,113.6333,86.0,54,0,19.57,AU,1611820168
352,Dalkola,25.85,87.85,77.77,29,0,1.61,IN,1611820168
353,Hamilton,39.1834,-84.5333,25.0,74,40,11.5,US,1611820165
354,Natal,-5.795,-35.2094,78.8,78,20,8.05,BR,1611820168
355,Lagoa,39.05,-27.9833,59.7,83,0,18.25,PT,1611820168
356,Berlevåg,70.8578,29.0864,26.6,54,75,17.27,NO,1611820169
357,Saint-Avertin,47.3636,0.7399,53.6,94,90,18.41,FR,1611820169
358,Mtambile,-5.3833,39.7,82.29,73,81,10.18,TZ,1611820169
359,Bongandanga,1.5,21.05,78.22,74,74,3.56,CD,1611820169
360,Camacha,33.0833,-16.3333,59.0,100,75,2.3,PT,1611820169
361,Snezhnogorsk,69.1933,33.2531,6.8,85,0,6.71,RU,1611820169
362,Florianópolis,-27.6146,-48.5012,82.0,83,75,5.75,BR,1611820014
363,Talnakh,69.4865,88.3972,-30.69,79,19,5.66,RU,1611820049
364,Yantal',56.8471,105.2542,-5.44,86,100,9.26,RU,1611820170
365,São Filipe,14.8961,-24.4956,73.4,63,100,6.53,CV,1611820170
366,Valentín Gómez Farías,28.2167,-106.5833,43.0,52,100,1.99,MX,1611820170
367,Moussoro,13.6408,16.4901,74.95,15,12,19.24,TD,1611820170
368,Khasan,42.4308,130.6434,20.48,96,100,25.86,RU,1611820171
369,Saint-Etienne,45.4333,4.4,51.8,76,90,8.05,FR,1611820171
370,Ikungi,-5.1333,34.7667,74.55,59,0,5.61,TZ,1611820171
371,Itoman,26.1247,127.6694,62.6,63,75,21.85,JP,1611820171
372,Marawi,7.9986,124.2928,82.0,80,100,4.0,PH,1611820171
373,Purworejo,-6.7872,111.9224,82.56,78,88,24.63,ID,1611820171
374,Wairoa,-39.0333,177.3667,73.0,85,46,1.99,NZ,1611820171
375,Dehlorān,32.6941,47.2679,68.31,24,100,15.57,IR,1611820172
376,São João do Paraíso,-15.3136,-42.0144,60.08,93,100,4.45,BR,1611820172
377,Tsogni,-2.7942,10.0988,77.74,84,100,1.95,GA,1611820172
378,Ulladulla,-35.35,150.4667,68.0,72,90,8.05,AU,1611820172
379,Vila Velha,-20.3297,-40.2925,75.2,83,20,3.44,BR,1611820172
380,Progreso,21.2833,-89.6667,75.99,88,75,5.75,MX,1611820173
381,Santa Isabel Rio Negro,-0.4139,-65.0192,71.74,92,97,1.25,BR,1611820173
382,Tarpon Springs,28.1461,-82.7568,66.0,82,71,12.66,US,1611820173
383,Kismayo,-0.3582,42.5454,83.01,66,90,15.37,SO,1611820173
384,Kuzovatovo,53.5468,47.6866,19.35,97,100,11.97,RU,1611820173
385,Ketchikan,55.3422,-131.6461,26.6,68,1,9.22,US,1611820173
386,Kurunegala,7.4863,80.3623,89.6,55,20,11.5,LK,1611820163
387,Lata,40.1629,-8.3327,55.99,97,88,3.0,PT,1611820174
388,Najrān,17.4924,44.1277,69.8,28,0,4.07,SA,1611820174
389,Tazovsky,67.4667,78.7,-38.04,81,11,6.08,RU,1611820174
390,Minden,52.2833,8.9167,37.99,100,75,3.44,DE,1611820174
391,Oistins,13.0667,-59.5333,77.0,69,20,17.27,BB,1611820019
392,Businga,3.3333,20.8833,84.15,55,100,4.38,CD,1611820174
393,Batagay-Alyta,67.8006,130.4114,-38.25,80,99,0.45,RU,1611820175
394,Wattegama,6.7989,81.4808,89.6,66,90,10.36,LK,1611820175
395,Santa María del Oro,25.9333,-105.3667,44.96,52,100,4.07,MX,1611820175
396,Nisibis,37.0778,41.2178,53.6,62,75,27.63,TR,1611820175
397,Puerto Cabezas,14.0351,-83.3888,74.95,87,0,10.67,NI,1611820175
398,Biak,-0.9131,122.8766,84.52,63,85,9.31,ID,1611820175
399,Sakakah,29.9697,40.2064,60.8,31,0,10.36,SA,1611820176
400,Kinsale,51.7075,-8.5306,48.2,93,75,5.75,IE,1611820176
401,Muros,42.7762,-9.0603,57.0,95,100,8.01,ES,1611820176
402,Amuntai,-2.4177,115.2494,84.2,72,100,0.85,ID,1611820176
403,Aksarka,66.5606,67.7975,-25.1,86,100,10.67,RU,1611820176
404,Hirara,24.8,125.2833,64.4,72,75,11.5,JP,1611820176
405,Grand-Santi,4.25,-54.3833,68.25,97,48,0.72,GF,1611820177
406,Lamar,33.6668,-95.5836,28.4,86,1,4.61,US,1611820177
407,Juba,4.8517,31.5825,99.84,17,86,2.01,SS,1611820177
408,St. George's,12.0564,-61.7485,78.8,73,20,17.27,GD,1611820177
409,Ñuñoa,-14.48,-70.6411,41.22,83,100,3.22,PE,1611820177
410,Abaeté,-19.16,-45.4458,63.57,89,98,2.15,BR,1611820177
411,Gaza,31.5,34.4667,61.0,100,82,1.99,PS,1611820177
412,Guilin,25.2819,110.2864,66.2,20,0,13.42,CN,1611820178
413,Ilulissat,69.2167,-51.1,3.2,55,0,2.3,GL,1611820178
414,Sarāhan,31.5167,77.8,48.83,36,29,3.18,IN,1611820178
415,Tàrrega,41.647,1.1396,54.0,100,20,2.3,ES,1611820178
416,Rimbey,52.6334,-114.2353,-0.4,92,100,5.75,CA,1611820178
417,Gua Musang,4.8823,101.9644,83.03,73,58,4.85,MY,1611820179
418,Borovsk,55.2064,36.4861,27.0,86,100,1.01,RU,1611820179
419,Polson,47.6936,-114.1632,24.01,92,98,2.51,US,1611820179
420,Ekibastuz,51.6667,75.3667,24.85,96,3,14.94,KZ,1611820179
421,Boddam,57.4667,-1.7833,34.0,86,75,2.3,GB,1611820180
422,Banda Aceh,5.5577,95.3222,85.44,65,88,11.59,ID,1611820180
423,Dingle,10.9995,122.6711,79.68,85,100,12.48,PH,1611820180
424,Auki,-8.7676,160.7034,80.13,83,100,11.68,SB,1611820180
425,Cherskiy,68.75,161.3,-27.26,85,94,3.8,RU,1611820180
426,College,64.8569,-147.8028,-23.8,69,1,4.03,US,1611820180
427,Kaduqli,11.0167,29.7167,87.58,12,9,15.61,SD,1611820181
428,Omsukchan,62.5333,155.8,-31.31,81,100,5.93,RU,1611820181
429,Bulgan,48.8125,103.5347,16.47,87,71,8.5,MN,1611820181
430,Svobodnyy,51.4,128.1333,-13.4,87,100,8.95,RU,1611820181
431,Quatre Cocos,-20.2078,57.7625,87.8,62,40,13.8,MU,1611820181
432,Tarko-Sale,64.9225,77.785,-33.56,81,100,10.71,RU,1611820181
433,Vaasa,63.096,21.6158,25.0,93,90,3.44,FI,1611820181
434,Nuuk,64.1835,-51.7216,30.2,47,75,20.71,GL,1611820182
435,Iqaluit,63.7506,-68.5145,-5.01,65,1,31.07,CA,1611820182
436,Leh,34.1667,77.5833,11.66,62,50,2.01,IN,1611820182
437,Itamaracá,-7.7478,-34.8256,78.8,69,75,5.75,BR,1611820182
438,Kamenka,51.3223,42.7678,26.64,98,100,14.58,RU,1611820182
439,Susuman,62.7833,148.1667,-29.29,82,65,2.93,RU,1611820182
440,Muskogee,35.5834,-95.3336,32.0,74,90,8.05,US,1611820113
441,Manakara,-22.1333,48.0167,87.39,63,14,6.13,MG,1611820183
442,Capreol,46.706,-80.9225,-5.8,77,20,11.5,CA,1611820183
443,Beaverlodge,55.2166,-119.4361,-5.8,71,75,6.91,CA,1611820183
444,Luganville,-15.5333,167.1667,77.88,82,100,4.83,VU,1611820183
445,Gizo Government Station,-8.103,156.8419,83.79,76,100,13.98,SB,1611820183
446,Port Lincoln,-34.7333,135.8667,64.6,87,100,3.58,AU,1611820184
447,Isfana,39.8386,69.5306,41.0,56,0,13.42,KG,1611820184
448,Beyneu,45.3167,55.2,42.35,58,63,25.84,KZ,1611820184
449,Vityazevo,44.9931,37.2719,46.4,76,75,15.66,RU,1611820184
450,Kilindoni,-7.9139,39.6668,82.71,73,95,9.57,TZ,1611820184
451,Jalu,29.0331,21.5482,55.9,50,0,13.62,LY,1611820184
452,Janesville,42.6828,-89.0187,6.01,77,1,6.91,US,1611820184
453,Mozhaysk,55.5019,36.0272,27.0,86,100,1.01,RU,1611820185
454,Cabedelo,-6.9811,-34.8339,77.0,88,20,4.61,BR,1611820185
455,Moultrie,31.1799,-83.7891,50.0,76,1,6.91,US,1611820185
456,Praia da Vitória,38.7333,-27.0667,60.8,100,40,10.78,PT,1611820185
457,Mossamedes,-15.1961,12.1522,71.6,78,40,11.5,AO,1611820185
458,Singaparna,-7.3515,108.111,73.89,87,100,3.38,ID,1611820185
459,Mana,5.6592,-53.7767,76.14,81,100,10.6,GF,1611820186
460,Jumla,29.2747,82.1838,53.22,24,0,10.92,NP,1611820186
461,Khovd,48.0056,91.6419,14.14,72,0,3.0,MN,1611820186
462,Tabou,4.423,-7.3528,78.24,89,76,3.11,CI,1611820186
463,Kumul,42.8,93.45,31.06,73,4,4.23,CN,1611820186
464,Havøysund,70.9963,24.6622,26.6,59,75,14.97,NO,1611820186
465,Filingué,14.3521,3.3168,70.59,18,4,13.11,NE,1611820186
466,Luorong,24.4058,109.6086,66.11,29,41,13.78,CN,1611820187
467,Tayoltita,24.0833,-105.9333,58.39,32,20,7.9,MX,1611820187
468,Viedma,-40.8135,-62.9967,57.94,65,0,8.12,AR,1611820187
469,San Quintín,30.4833,-115.95,54.27,59,100,3.6,MX,1611820187
470,Mastic Beach,40.7668,-72.8521,30.2,69,90,6.91,US,1611820187
471,Kiama,-34.6833,150.8667,70.0,77,100,1.99,AU,1611820187
472,Taikang,46.8333,124.4167,-4.2,79,76,7.52,CN,1611820187
473,Durango,24.8333,-104.8333,41.2,56,60,2.06,MX,1611820188
474,Nizhniy Tsasuchey,50.5167,115.1333,-8.63,81,100,3.49,RU,1611820188
475,Tacna,-18.0056,-70.2483,71.6,64,90,8.05,PE,1611820096
476,Quelimane,-17.8786,36.8883,86.0,70,20,5.75,MZ,1611820188
477,Scottsbluff,41.8666,-103.6672,17.6,79,1,5.75,US,1611820101
478,Doumé,4.2333,13.45,74.08,81,100,3.02,CM,1611820188
479,Namtsy,62.7161,129.6658,-49.0,53,54,2.24,RU,1611820189
480,Padang,-0.9492,100.3543,86.0,66,40,6.91,ID,1611820131
481,Mergen,49.1833,125.2167,-16.56,86,84,5.14,CN,1611820189
482,Los Llanos de Aridane,28.6585,-17.9182,63.0,88,40,8.05,ES,1611819955
483,Abnūb,27.2696,31.1511,60.13,48,0,11.81,EG,1611820189
484,Esim,4.8699,-2.2405,79.95,82,1,5.35,GH,1611820189
485,Winslow,35.0242,-110.6974,23.0,86,1,4.61,US,1611820189
486,Albanel,48.8832,-72.4487,19.4,79,99,13.8,CA,1611820189
487,Pisco,-13.7,-76.2167,68.0,77,0,6.91,PE,1611820190
488,Cayenne,4.9333,-52.3333,78.8,78,75,4.61,GF,1611820190
489,Boma,7.0805,-2.1697,76.46,78,4,1.66,GH,1611820190
490,Kostomuksha,64.571,30.5767,11.7,96,100,8.79,RU,1611820190
491,Poum,-20.2333,164.0167,80.96,79,92,9.73,NC,1611820190
492,Acapulco de Juárez,16.8634,-99.8901,75.11,71,5,4.21,MX,1611820190
493,Kahului,20.8947,-156.47,73.4,68,1,16.11,US,1611820191
494,Coahuayana Viejo,18.7333,-103.6833,72.88,87,98,1.7,MX,1611820191
495,Narsaq,60.9167,-46.05,41.0,33,75,34.52,GL,1611820191
496,Lázaro Cárdenas,17.9583,-102.2,73.65,79,91,4.85,MX,1611820191
497,Kangaatsiaq,68.3065,-53.4641,7.21,92,23,7.36,GL,1611820191
498,Waddān,29.1614,16.139,53.85,40,0,9.62,LY,1611820191
499,Sittwe,20.15,92.9,77.25,42,0,9.06,MM,1611820191
500,Rizhao,35.4275,119.4553,33.15,60,0,20.18,CN,1611820192
501,Zyryanka,65.75,150.85,-27.26,85,100,1.99,RU,1611820192
502,Menongue,-14.6585,17.691,69.6,71,100,4.76,AO,1611820192
503,Chippewa Falls,44.9369,-91.3929,3.0,78,90,3.44,US,1611820192
504,Matara,5.9485,80.5353,83.3,66,62,4.72,LK,1611820192
505,Kaili,-3.4626,120.2147,73.81,93,100,0.98,ID,1611820192
506,Galway,53.2719,-9.0489,51.01,93,40,6.91,IE,1611819986
507,Karratha,-20.7377,116.8463,96.55,27,0,13.62,AU,1611819930
508,Mazamet,43.49,2.373,54.0,100,90,10.36,FR,1611820193
509,Tianpeng,30.9866,103.9393,59.0,55,49,4.18,CN,1611820113
510,Banfora,10.6333,-4.7667,72.5,18,44,6.35,BF,1611820193
511,Te Anau,-45.4167,167.7167,44.42,84,69,5.14,NZ,1611820193
512,Tres Picos,15.8667,-93.5333,77.7,63,80,7.27,MX,1611820193
513,Solano,38.2333,-121.9511,46.4,93,90,8.05,US,1611820193
514,Ipameri,-17.7219,-48.1597,64.35,84,100,3.53,BR,1611820194
515,Hampton,37.0299,-76.3452,37.4,75,75,16.11,US,1611819895
516,Vestmannaeyjar,63.4427,-20.2734,32.0,69,20,27.63,IS,1611820194
517,Miandrivazo,-19.5167,45.4667,88.38,57,1,4.29,MG,1611820194
518,Mackenzie,55.2999,-123.1698,-2.2,55,75,6.91,CA,1611820036
519,Hukuntsi,-24.0,21.75,82.98,21,1,8.75,BW,1611820194
520,Ulaangom,49.9811,92.0667,-4.25,89,100,2.37,MN,1611820194
521,Salalah,17.0151,54.0924,80.6,36,0,11.5,OM,1611820195
522,Saryg-Sep,51.5,95.6,11.88,93,100,2.48,RU,1611820195
523,Ambon City,-3.6954,128.1814,87.8,62,40,6.91,ID,1611820195
524,Hinton,53.4001,-117.5857,5.0,72,100,2.3,CA,1611820195
525,Siguiri,11.6667,-9.5,66.76,23,0,1.88,GN,1611820195
526,Qixingtai,30.4135,111.8874,57.7,32,0,8.84,CN,1611820195
527,Kununurra,-15.7667,128.7333,78.8,100,90,10.36,AU,1611820195
528,Khushāb,32.2967,72.3525,70.56,20,2,3.56,PK,1611820196
529,Sānchor,24.7553,71.7722,78.26,16,0,11.7,IN,1611820196
530,Callaway,30.153,-85.5699,51.01,78,76,3.0,US,1611820196
531,Mahon,39.8885,4.2658,51.8,100,0,8.86,ES,1611820196
532,Siniscola,40.5719,9.6922,53.6,76,20,6.91,IT,1611820196
533,Palmer,42.1584,-72.3287,30.2,74,90,5.75,US,1611820196
534,Mzimba,-11.9,33.6,73.65,74,98,3.09,MW,1611820197
535,Ostrovnoy,68.0531,39.5131,12.25,93,100,16.91,RU,1611820197
536,Husavik,66.0449,-17.3389,8.6,78,0,5.75,IS,1611820197
537,Mangai,-4.05,19.5333,79.5,75,92,2.28,CD,1611820197
538,Tura,25.5198,90.2201,77.67,33,0,3.49,IN,1611820197
539,Nara,34.6851,135.8049,54.0,58,40,8.05,JP,1611820197
540,Divnomorskoye,44.5011,38.1353,45.75,86,100,10.63,RU,1611820197
541,Rome,43.2128,-75.4557,21.2,79,90,4.61,US,1611820055
542,Murray Bridge,-35.1167,139.2667,79.0,38,100,19.69,AU,1611820198
543,Oktyabr'skiy,54.4815,53.471,20.68,95,100,12.93,RU,1611819901
544,Concepción del Oro,24.6333,-101.4167,44.64,59,0,6.8,MX,1611820198
545,Nideggen,50.7,6.4833,41.0,100,90,5.75,DE,1611820198
546,Burns Lake,54.2331,-125.7533,-9.4,84,69,1.14,CA,1611819901
547,Lagos de Moreno,21.35,-101.9167,51.48,75,0,5.82,MX,1611820198
548,Vangaindrano,-23.35,47.6,88.32,67,20,3.22,MG,1611820199
549,Mayumba,-3.432,10.6554,78.42,82,97,3.13,GA,1611820199
550,Liverpool,53.4106,-2.9779,48.0,100,90,11.5,GB,1611820111
551,Le Port,-20.9373,55.2919,87.8,58,20,5.75,RE,1611820199
552,Manokwari,-0.8667,134.0833,81.59,78,86,10.27,ID,1611820171
553,Fairlie,55.756,-4.8556,37.0,94,100,4.0,GB,1611820199
554,Pedernales,18.0384,-71.744,74.28,60,0,5.86,DO,1611820199
555,Yumen,40.2833,97.2,35.51,58,0,14.97,CN,1611820200
556,Nālūt,30.3333,10.85,51.4,43,0,5.35,LY,1611820200
557,Mabaruma,8.2,-59.7833,70.43,93,91,3.02,GY,1611820200
558,Atar,20.5169,-13.0499,64.13,28,0,10.83,MR,1611819964
559,Cuité,-6.4836,-36.1536,69.1,88,82,12.75,BR,1611820200
560,Hatillo,18.4863,-66.8254,71.01,89,41,1.01,PR,1611820200
561,Klyuchi,52.2667,79.1667,19.74,96,30,11.63,RU,1611820201
562,Port-Gentil,-0.7193,8.7815,77.0,94,20,2.3,GA,1611820201
563,Ampanihy,-24.7,44.75,97.77,31,0,10.04,MG,1611820201
564,Forsytheganj,52.6333,29.7333,30.54,98,100,4.88,BY,1611820201
565,Saint-Louis,16.3333,-15.0,62.6,36,0,2.3,SN,1611820201
566,Morbach,49.8167,7.1167,37.99,100,75,12.66,DE,1611820201
567,Tevaitoa,-16.7833,-151.5,80.76,75,6,12.86,PF,1611820202
568,Cobija,-11.0267,-68.7692,71.53,95,100,1.97,BO,1611820202
569,Roald,62.5833,6.1333,33.8,69,20,9.22,NO,1611820202
570,Philadelphia,39.9523,-75.1638,30.99,59,90,14.97,US,1611820190
571,Bonfim,3.0833,-59.95,74.32,77,1,9.42,BR,1611820203
572,Smirnykh,49.75,142.8333,-3.01,87,19,6.49,RU,1611820203
573,Kaeo,-35.1,173.7833,67.68,75,1,7.23,NZ,1611820203
574,Anadyr,64.75,177.4833,10.4,79,75,15.66,RU,1611820203
575,Nemuro,43.3236,145.575,19.4,73,0,3.44,JP,1611819916
576,Chulym,55.0997,80.9572,24.06,97,100,13.49,RU,1611820203
577,Hambantota,6.1241,81.1185,89.6,66,90,10.36,LK,1611820204
578,Oskemen,49.9565,82.6119,23.0,74,90,8.95,KZ,1611820204
579,Aitape,-3.1374,142.3475,79.34,85,100,5.48,PG,1611820204
580,Myrtle Grove,30.421,-87.3075,50.0,66,1,10.36,US,1611820204
581,Bambanglipuro,-7.95,110.2833,84.43,70,97,12.15,ID,1611820204
